cell	HRD	HR_proficient	HRD_score_sc	sample
BC05_48	BC05_48	0.0164330853363566	-0.0164330853363565	0.0328661706727132	BC05
BC05_49	BC05_49	-0.0378722136618118	0.0378722136618111	-0.0757444273236229	BC05
BC05_50	BC05_50	-0.0736548854929923	0.073654885492992	-0.147309770985984	BC05
BC05_52	BC05_52	-0.136922466184407	0.136922466184406	-0.273844932368813	BC05
BC05_53	BC05_53	-0.0665392961057683	0.0665392961057682	-0.133078592211536	BC05
BC05_55	BC05_55	0.0167120871074759	-0.0167120871074761	0.033424174214952	BC05
BC05_57	BC05_57	0.0483425025420355	-0.0483425025420351	0.0966850050840706	BC05
BC05_59	BC05_59	-0.0483969688666694	0.0483969688666693	-0.0967939377333387	BC05
BC05_60	BC05_60	-0.00120029255540433	0.00120029255540369	-0.00240058511080803	BC05
BC05_61	BC05_61	-0.113967534044281	0.113967534044281	-0.227935068088562	BC05
BC05_62	BC05_62	-0.0535814857244734	0.0535814857244734	-0.107162971448947	BC05
BC05_63	BC05_63	-0.0739842262415668	0.0739842262415673	-0.147968452483134	BC05
BC05_64	BC05_64	-0.0553860999018603	0.05538609990186	-0.11077219980372	BC05
BC05_68	BC05_68	-0.0809012768821838	0.0809012768821839	-0.161802553764368	BC05
BC05_69	BC05_69	-0.155669308910997	0.155669308910996	-0.311338617821993	BC05
BC05_70	BC05_70	0.0281132180766572	-0.0281132180766576	0.0562264361533149	BC05
BC05_71	BC05_71	-0.081046905708679	0.0810469057086796	-0.162093811417359	BC05
BC05_72	BC05_72	-0.0111603729320841	0.011160372932084	-0.0223207458641681	BC05
BC05_73	BC05_73	-0.112221072851869	0.112221072851869	-0.224442145703738	BC05
BC05_75	BC05_75	-0.0431644965121901	0.0431644965121897	-0.0863289930243799	BC05
BC05_77	BC05_77	-0.106351853519325	0.106351853519325	-0.21270370703865	BC05
BC05_78	BC05_78	0.0322193611366546	-0.0322193611366548	0.0644387222733094	BC05
BC05_79	BC05_79	0.00493484836628366	-0.00493484836628386	0.00986969673256752	BC05
BC05_80	BC05_80	0.0200598332709419	-0.0200598332709425	0.0401196665418844	BC05
BC05_81	BC05_81	-0.0836610807332142	0.0836610807332143	-0.167322161466429	BC05
BC05_83	BC05_83	-0.0778248165941864	0.0778248165941865	-0.155649633188373	BC05
BC05_84	BC05_84	-0.079825737034358	0.0798257370343586	-0.159651474068717	BC05
BC05_85	BC05_85	-0.000292776697005252	0.00029277669700577	-0.000585553394011023	BC05
BC05_86	BC05_86	-0.0826451870233693	0.0826451870233695	-0.165290374046739	BC05
BC05_87	BC05_87	-0.0789989061896969	0.0789989061896961	-0.157997812379393	BC05
BC05_88	BC05_88	0.00768667974077363	-0.0076866797407736	0.0153733594815472	BC05
BC05_90	BC05_90	-0.0247793334536846	0.0247793334536838	-0.0495586669073684	BC05
BC05_91	BC05_91	-0.0565326171578186	0.0565326171578178	-0.113065234315636	BC05
BC05_92	BC05_92	-0.0505763385187907	0.0505763385187906	-0.101152677037581	BC05
BC05_93	BC05_93	-0.139684711108583	0.139684711108584	-0.279369422217167	BC05
BC05_94	BC05_94	0.00049200484019976	-0.000492004840199757	0.000984009680399517	BC05
BC05_95	BC05_95	-0.0427358480499455	0.0427358480499453	-0.0854716960998908	BC05
BC05_96	BC05_96	-0.0418881396671194	0.0418881396671183	-0.0837762793342377	BC05
BC11_01	BC11_01	0.129943704840338	-0.129943704840339	0.259887409680677	BC11
BC11_04	BC11_04	0.141807017647543	-0.141807017647543	0.283614035295086	BC11
BC11_07	BC11_07	0.0825330894431895	-0.0825330894431887	0.165066178886378	BC11
BC11_28	BC11_28	0.147723362033664	-0.147723362033664	0.295446724067328	BC11
BC11_43	BC11_43	0.24700268793872	-0.24700268793872	0.49400537587744	BC11
BC11_56	BC11_56	0.158336804727914	-0.158336804727915	0.316673609455829	BC11
BC11_69	BC11_69	0.250928153770128	-0.250928153770129	0.501856307540257	BC11
BC11_70	BC11_70	0.273872657962815	-0.273872657962815	0.547745315925631	BC11
BC11_78	BC11_78	0.321149864345241	-0.321149864345241	0.642299728690482	BC11
BC11_81	BC11_81	0.25273705014448	-0.25273705014448	0.50547410028896	BC11
BC11_88	BC11_88	0.139506548157036	-0.139506548157037	0.279013096314073	BC11
BC06_10	BC06_10	0.0391333585558159	-0.0391333585558156	0.0782667171116316	BC06
BC06_23	BC06_23	0.108237203174515	-0.108237203174515	0.21647440634903	BC06
BC06_27	BC06_27	0.0458860678577173	-0.0458860678577173	0.0917721357154345	BC06
BC06_28	BC06_28	0.0123921714749982	-0.0123921714749986	0.0247843429499968	BC06
