Pheno	AUC	sample_size	indel_prop
APOBEC	0.996953781512605	50	0.1
APOBEC	0.991018907563025	50	0.1
APOBEC	0.996113445378151	50	0.1
APOBEC	0.993461134453781	50	0.1
APOBEC	0.995299369747899	50	0.1
APOBEC	0.995745798319328	50	0.1
APOBEC	0.996008403361345	50	0.1
APOBEC	0.993539915966387	50	0.1
APOBEC	0.993671218487395	50	0.1
APOBEC	0.995483193277311	50	0.1
APOBEC	0.994038865546218	50	0.1
APOBEC	0.997872899159664	50	0.1
APOBEC	0.995877100840336	50	0.1
APOBEC	0.994564075630252	50	0.1
APOBEC	0.995640756302521	50	0.1
SBS3	0.964543059833587	50	0.1
SBS3	0.95722588468132	50	0.1
SBS3	0.961741627061004	50	0.1
SBS3	0.96929573931344	50	0.1
SBS3	0.959887942689097	50	0.1
SBS3	0.967734741947623	50	0.1
SBS3	0.974020543840332	50	0.1
SBS3	0.974801042523241	50	0.1
SBS3	0.96271725041464	50	0.1
SBS3	0.969797488466738	50	0.1
SBS3	0.962940250038328	50	0.1
SBS3	0.955246763021087	50	0.1
SBS3	0.960766003707369	50	0.1
SBS3	0.962131876402459	50	0.1
SBS3	0.974870729905643	50	0.1
SBS3	0.953922702755439	50	0.1
SBS3	0.963678936291795	50	0.1
SBS3	0.973532732163514	50	0.1
SBS3	0.952835579589959	50	0.1
SBS3	0.964515184880625	50	0.1
SBS3	0.968821865113103	50	0.1
SBS3	0.972752233480606	50	0.1
SBS3	0.967274805223766	50	0.1
SBS3	0.956863510292826	50	0.1
SBS3	0.955288575450529	50	0.1
SBS3	0.973240045157424	50	0.1
SBS3	0.972989170580775	50	0.1
SBS3	0.958438445135124	50	0.1
SBS3	0.964724247027833	50	0.1
SBS3	0.973476982257592	50	0.1
SBS3	0.965393245898898	50	0.1
SBS3	0.963971623297886	50	0.1
SBS3	0.968459490724609	50	0.1
SBS3	0.968292241006843	50	0.1
SBS3	0.969644176225453	50	0.1
SBS3	0.972515296380437	50	0.1
SBS3	0.959553443253565	50	0.1
SBS3	0.964347935162859	50	0.1
SBS3	0.961295627813628	50	0.1
SBS3	0.962257313690783	50	0.1
SBS3	0.958912319335461	50	0.1
SBS3	0.97560941615911	50	0.1
SBS3	0.962299126120225	50	0.1
SBS3	0.959344381106357	50	0.1
SBS3	0.969672051178414	50	0.1
SBS3	0.962661500508718	50	0.1
SBS3	0.96930967678992	50	0.1
SBS3	0.977267975860291	50	0.1
SBS3	0.969086677166232	50	0.1
SBS3	0.968306178483324	50	0.1
SBS5	0.968730435178545	50	0.1
SBS5	0.955662557342713	50	0.1
SBS5	0.959043358490136	50	0.1
SBS5	0.963073000261813	50	0.1
SBS5	0.958599414905121	50	0.1
SBS5	0.969288210452026	50	0.1
SBS5	0.972942207651766	50	0.1
SBS5	0.959942628829013	50	0.1
SBS5	0.955662557342713	50	0.1
SBS5	0.969094696581634	50	0.1
SBS5	0.961240310077519	50	0.1
SBS5	0.959999544673246	50	0.1
SBS5	0.960352422907489	50	0.1
SBS5	0.961798085351	50	0.1
SBS5	0.964541429043017	50	0.1
SBS5	0.950494598686382	50	0.1
SBS5	0.960705301141732	50	0.1
SBS5	0.962674589352184	50	0.1
SBS5	0.951416635362952	50	0.1
SBS5	0.9611378615579	50	0.1
SBS5	0.964609728056096	50	0.1
SBS5	0.962253412104862	50	0.1
SBS5	0.96769456681351	50	0.1
SBS5	0.963824289405685	50	0.1
SBS5	0.953647736456875	50	0.1
SBS5	0.967740099488896	50	0.1
SBS5	0.957199285136996	50	0.1
SBS5	0.954455941444979	50	0.1
SBS5	0.954467324613826	50	0.1
SBS5	0.97138271351979	50	0.1
SBS5	0.958383134697037	50	0.1
SBS5	0.96146797345445	50	0.1
SBS5	0.963334813145283	50	0.1
SBS5	0.965110587485344	50	0.1
SBS5	0.962970551742194	50	0.1
SBS5	0.966988810345024	50	0.1
SBS5	0.954968184043074	50	0.1
SBS5	0.959191339685142	50	0.1
SBS5	0.96305023392412	50	0.1
SBS5	0.958804311944359	50	0.1
SBS5	0.953841250327266	50	0.1
SBS5	0.970904620428235	50	0.1
SBS5	0.964461746861091	50	0.1
SBS5	0.959134423840909	50	0.1
SBS5	0.964427597354552	50	0.1
SBS5	0.960625618959806	50	0.1
SBS5	0.96578219444729	50	0.1
SBS5	0.971781124429419	50	0.1
SBS5	0.964438980523398	50	0.1
SBS5	0.959726348620929	50	0.1
APOBEC	0.994616596638655	50	0.2
APOBEC	0.995325630252101	50	0.2
APOBEC	0.994826680672269	50	0.2
APOBEC	0.991465336134454	50	0.2
APOBEC	0.995273109243697	50	0.2
APOBEC	0.995588235294118	50	0.2
APOBEC	0.996428571428571	50	0.2
APOBEC	0.993172268907563	50	0.2
APOBEC	0.996901260504202	50	0.2
APOBEC	0.998240546218487	50	0.2
APOBEC	0.998135504201681	50	0.2
APOBEC	0.997531512605042	50	0.2
APOBEC	0.995430672268908	50	0.2
APOBEC	0.992752100840336	50	0.2
APOBEC	0.993776260504202	50	0.2
APOBEC	0.995220588235294	50	0.2
APOBEC	0.995299369747899	50	0.2
APOBEC	0.994091386554622	50	0.2
APOBEC	0.996349789915966	50	0.2
APOBEC	0.996638655462185	50	0.2
APOBEC	0.994590336134454	50	0.2
APOBEC	0.993513655462185	50	0.2
APOBEC	0.995850840336134	50	0.2
APOBEC	0.99280462184874	50	0.2
APOBEC	0.997216386554622	50	0.2
APOBEC	0.996323529411765	50	0.2
APOBEC	0.994196428571429	50	0.2
APOBEC	0.991990546218487	50	0.2
APOBEC	0.994196428571429	50	0.2
APOBEC	0.998503151260504	50	0.2
APOBEC	0.992752100840336	50	0.2
APOBEC	0.994695378151261	50	0.2
APOBEC	0.996008403361345	50	0.2
APOBEC	0.996349789915966	50	0.2
APOBEC	0.996454831932773	50	0.2
APOBEC	0.99671743697479	50	0.2
APOBEC	0.989154411764706	50	0.2
APOBEC	0.996533613445378	50	0.2
APOBEC	0.992095588235294	50	0.2
APOBEC	0.994012605042017	50	0.2
APOBEC	0.993776260504202	50	0.2
APOBEC	0.994852941176471	50	0.2
APOBEC	0.993251050420168	50	0.2
APOBEC	0.993408613445378	50	0.2
APOBEC	0.993671218487395	50	0.2
APOBEC	0.992095588235294	50	0.2
APOBEC	0.997584033613445	50	0.2
APOBEC	0.996586134453782	50	0.2
APOBEC	0.991596638655462	50	0.2
APOBEC	0.994012605042017	50	0.2
SBS3	0.963762561150678	50	0.2
SBS3	0.954842576203153	50	0.2
SBS3	0.962382750979108	50	0.2
SBS3	0.965881057575715	50	0.2
SBS3	0.960877503519213	50	0.2
SBS3	0.963985560774366	50	0.2
SBS3	0.961881001825809	50	0.2
SBS3	0.971330610879594	50	0.2
SBS3	0.964208560398054	50	0.2
SBS3	0.96957448884305	50	0.2
SBS3	0.953211891454933	50	0.2
SBS3	0.948612524216365	50	0.2
SBS3	0.959037756623786	50	0.2
SBS3	0.959093506529708	50	0.2
SBS3	0.973198232727982	50	0.2
SBS3	0.951595144183194	50	0.2
SBS3	0.963400186762185	50	0.2
SBS3	0.967428117465052	50	0.2
SBS3	0.955957574321593	50	0.2
SBS3	0.956096949086398	50	0.2
SBS3	0.959218943818032	50	0.2
SBS3	0.963163249662016	50	0.2
SBS3	0.96437581011582	50	0.2
SBS3	0.954103889949686	50	0.2
SBS3	0.953490640984543	50	0.2
SBS3	0.960626628942564	50	0.2
SBS3	0.968835802589583	50	0.2
SBS3	0.954981950967958	50	0.2
SBS3	0.964738184504314	50	0.2
SBS3	0.970104112949309	50	0.2
SBS3	0.957853071122942	50	0.2
SBS3	0.957685821405176	50	0.2
SBS3	0.958856569429539	50	0.2
SBS3	0.95998550502446	50	0.2
SBS3	0.963037812373692	50	0.2
SBS3	0.967790491853545	50	0.2
SBS3	0.958159695605514	50	0.2
SBS3	0.957114384869476	50	0.2
SBS3	0.961560439866758	50	0.2
SBS3	0.958508132517526	50	0.2
SBS3	0.95531645040349	50	0.2
SBS3	0.969379364172323	50	0.2
SBS3	0.957351321969644	50	0.2
SBS3	0.951497581847831	50	0.2
SBS3	0.964013435727327	50	0.2
SBS3	0.949546335140559	50	0.2
SBS3	0.966731243641026	50	0.2
SBS3	0.972417734045074	50	0.2
SBS3	0.957825196169981	50	0.2
SBS3	0.962034314067095	50	0.2
SBS5	0.958599414905121	50	0.2
SBS5	0.954376259263054	50	0.2
SBS5	0.957017154435452	50	0.2
SBS5	0.962697355689877	50	0.2
SBS5	0.958292069346265	50	0.2
SBS5	0.956186183109654	50	0.2
SBS5	0.961228926908673	50	0.2
SBS5	0.956516295006204	50	0.2
SBS5	0.954888501861148	50	0.2
SBS5	0.965531764732666	50	0.2
SBS5	0.947421143097816	50	0.2
SBS5	0.948696058008628	50	0.2
SBS5	0.945303873692358	50	0.2
SBS5	0.954603922639985	50	0.2
SBS5	0.953602203781489	50	0.2
SBS5	0.949083085749411	50	0.2
SBS5	0.955480426641168	50	0.2
SBS5	0.953898166171499	50	0.2
SBS5	0.946146228187003	50	0.2
SBS5	0.951143439310635	50	0.2
SBS5	0.956641509863516	50	0.2
SBS5	0.952031326480666	50	0.2
SBS5	0.960477637764801	50	0.2
SBS5	0.949879907568669	50	0.2
SBS5	0.948616375826703	50	0.2
SBS5	0.953522521599563	50	0.2
SBS5	0.952976129494929	50	0.2
SBS5	0.946704003460483	50	0.2
SBS5	0.950756411569853	50	0.2
SBS5	0.966374119227311	50	0.2
SBS5	0.952008560142973	50	0.2
SBS5	0.953807100820727	50	0.2
SBS5	0.955708090018099	50	0.2
SBS5	0.959088891165523	50	0.2
SBS5	0.946225910368929	50	0.2
SBS5	0.962344477455634	50	0.2
SBS5	0.947796787669752	50	0.2
SBS5	0.948502544138237	50	0.2
SBS5	0.95376156814534	50	0.2
SBS5	0.951974410636433	50	0.2
SBS5	0.944711948912338	50	0.2
SBS5	0.959077507996676	50	0.2
SBS5	0.956516295006204	50	0.2
SBS5	0.950858860089472	50	0.2
SBS5	0.959885712984781	50	0.2
SBS5	0.939908251659097	50	0.2
SBS5	0.959384853555533	50	0.2
SBS5	0.967819781670821	50	0.2
SBS5	0.946134845018156	50	0.2
SBS5	0.950767794738699	50	0.2
APOBEC	0.994957983193277	50	0.3
APOBEC	0.994511554621849	50	0.3
APOBEC	0.991859243697479	50	0.3
APOBEC	0.984873949579832	50	0.3
APOBEC	0.994590336134454	50	0.3
APOBEC	0.99280462184874	50	0.3
APOBEC	0.995693277310924	50	0.3
APOBEC	0.990887605042017	50	0.3
APOBEC	0.996034663865546	50	0.3
APOBEC	0.996113445378151	50	0.3
APOBEC	0.998319327731092	50	0.3
APOBEC	0.995299369747899	50	0.3
APOBEC	0.995614495798319	50	0.3
APOBEC	0.990021008403361	50	0.3
APOBEC	0.992515756302521	50	0.3
APOBEC	0.995063025210084	50	0.3
APOBEC	0.993487394957983	50	0.3
APOBEC	0.993855042016807	50	0.3
APOBEC	0.995667016806723	50	0.3
APOBEC	0.994091386554622	50	0.3
APOBEC	0.99296218487395	50	0.3
APOBEC	0.991596638655462	50	0.3
APOBEC	0.994931722689076	50	0.3
APOBEC	0.990519957983193	50	0.3
APOBEC	0.994931722689076	50	0.3
APOBEC	0.995351890756302	50	0.3
APOBEC	0.992673319327731	50	0.3
APOBEC	0.99046743697479	50	0.3
APOBEC	0.991465336134454	50	0.3
APOBEC	0.998266806722689	50	0.3
APOBEC	0.992148109243697	50	0.3
APOBEC	0.991202731092437	50	0.3
APOBEC	0.995115546218487	50	0.3
APOBEC	0.993644957983193	50	0.3
APOBEC	0.992909663865546	50	0.3
APOBEC	0.996323529411765	50	0.3
APOBEC	0.988471638655462	50	0.3
APOBEC	0.994826680672269	50	0.3
APOBEC	0.989101890756303	50	0.3
APOBEC	0.991727941176471	50	0.3
APOBEC	0.990913865546219	50	0.3
APOBEC	0.993356092436975	50	0.3
APOBEC	0.990388655462185	50	0.3
APOBEC	0.989338235294118	50	0.3
APOBEC	0.992095588235294	50	0.3
APOBEC	0.989758403361345	50	0.3
APOBEC	0.996192226890756	50	0.3
APOBEC	0.994800420168067	50	0.3
APOBEC	0.989968487394958	50	0.3
APOBEC	0.992542016806723	50	0.3
SBS3	0.955985449274554	50	0.3
SBS3	0.951887831189285	50	0.3
SBS3	0.956166636468801	50	0.3
SBS3	0.958257257940877	50	0.3
SBS3	0.948501024404521	50	0.3
SBS3	0.957448884305008	50	0.3
SBS3	0.952654392395713	50	0.3
SBS3	0.955358262832931	50	0.3
SBS3	0.951929643618726	50	0.3
SBS3	0.96026425455407	50	0.3
SBS3	0.947176964138873	50	0.3
SBS3	0.946856402179821	50	0.3
SBS3	0.949657834952404	50	0.3
SBS3	0.943678657542265	50	0.3
SBS3	0.961435002578433	50	0.3
SBS3	0.939664664315879	50	0.3
SBS3	0.955260700497568	50	0.3
SBS3	0.959846130259655	50	0.3
SBS3	0.953546390890465	50	0.3
SBS3	0.9473720888096	50	0.3
SBS3	0.946842464703341	50	0.3
SBS3	0.95094008278861	50	0.3
SBS3	0.956236323851203	50	0.3
SBS3	0.946368590503004	50	0.3
SBS3	0.940891162246164	50	0.3
SBS3	0.958424507658643	50	0.3
SBS3	0.960821753613291	50	0.3
SBS3	0.95094008278861	50	0.3
SBS3	0.956877447769307	50	0.3
SBS3	0.957936695981826	50	0.3
SBS3	0.950758895594364	50	0.3
SBS3	0.946354653026523	50	0.3
SBS3	0.946340715550043	50	0.3
SBS3	0.946312840597081	50	0.3
SBS3	0.951720581471519	50	0.3
SBS3	0.957880946075903	50	0.3
SBS3	0.949086398416703	50	0.3
SBS3	0.944821530613667	50	0.3
SBS3	0.952152643242415	50	0.3
SBS3	0.947455713668483	50	0.3
SBS3	0.941155974299293	50	0.3
SBS3	0.956765947957463	50	0.3
SBS3	0.951413956988948	50	0.3
SBS3	0.943762282401148	50	0.3
SBS3	0.952194455671856	50	0.3
SBS3	0.947190901615353	50	0.3
SBS3	0.955204950591646	50	0.3
SBS3	0.966424619158455	50	0.3
SBS3	0.950131709152741	50	0.3
SBS3	0.952682267348674	50	0.3
SBS5	0.951746747259502	50	0.3
SBS5	0.951143439310635	50	0.3
SBS5	0.950813327414086	50	0.3
SBS5	0.950847476920625	50	0.3
SBS5	0.946180377693542	50	0.3
SBS5	0.940283896231033	50	0.3
SBS5	0.95073364523216	50	0.3
SBS5	0.938189393163269	50	0.3
SBS5	0.938542271397512	50	0.3
SBS5	0.952224840351057	50	0.3
SBS5	0.939088663502146	50	0.3
SBS5	0.936982777265535	50	0.3
SBS5	0.934831358353538	50	0.3
SBS5	0.938508121890972	50	0.3
SBS5	0.944051725119239	50	0.3
SBS5	0.935047638561623	50	0.3
SBS5	0.942412548805336	50	0.3
SBS5	0.94081890516682	50	0.3
SBS5	0.94019283088026	50	0.3
SBS5	0.934000387027741	50	0.3
SBS5	0.944666416236952	50	0.3
SBS5	0.939259411034844	50	0.3
SBS5	0.946157611355849	50	0.3
SBS5	0.940363578412959	50	0.3
SBS5	0.928149438240617	50	0.3
SBS5	0.94358501519653	50	0.3
SBS5	0.945121742990814	50	0.3
SBS5	0.93686894557707	50	0.3
SBS5	0.938769934774442	50	0.3
SBS5	0.954603922639985	50	0.3
SBS5	0.943448417170372	50	0.3
SBS5	0.940329428906419	50	0.3
SBS5	0.940944120024132	50	0.3
SBS5	0.941877539869549	50	0.3
SBS5	0.921706564673474	50	0.3
SBS5	0.953021662170315	50	0.3
SBS5	0.942936174572277	50	0.3
SBS5	0.934045919703127	50	0.3
SBS5	0.939213878359458	50	0.3
SBS5	0.942207651766099	50	0.3
SBS5	0.929834147229906	50	0.3
SBS5	0.944404603353482	50	0.3
SBS5	0.945668135095448	50	0.3
SBS5	0.940944120024132	50	0.3
SBS5	0.94394927659962	50	0.3
SBS5	0.935093171237009	50	0.3
SBS5	0.945850265796993	50	0.3
SBS5	0.959897096153627	50	0.3
SBS5	0.937438104019397	50	0.3
SBS5	0.934148368222746	50	0.3
APOBEC	0.993461134453781	50	0.4
APOBEC	0.995693277310924	50	0.4
APOBEC	0.991885504201681	50	0.4
APOBEC	0.978413865546218	50	0.4
APOBEC	0.992752100840336	50	0.4
APOBEC	0.990493697478992	50	0.4
APOBEC	0.991754201680672	50	0.4
APOBEC	0.986528361344538	50	0.4
APOBEC	0.995588235294118	50	0.4
APOBEC	0.995640756302521	50	0.4
APOBEC	0.995667016806723	50	0.4
APOBEC	0.992436974789916	50	0.4
APOBEC	0.992358193277311	50	0.4
APOBEC	0.986318277310924	50	0.4
APOBEC	0.989469537815126	50	0.4
APOBEC	0.991675420168067	50	0.4
APOBEC	0.991859243697479	50	0.4
APOBEC	0.988865546218487	50	0.4
APOBEC	0.994432773109244	50	0.4
APOBEC	0.991334033613445	50	0.4
APOBEC	0.991307773109244	50	0.4
APOBEC	0.992043067226891	50	0.4
APOBEC	0.992935924369748	50	0.4
APOBEC	0.985215336134454	50	0.4
APOBEC	0.99359243697479	50	0.4
APOBEC	0.993461134453781	50	0.4
APOBEC	0.989732142857143	50	0.4
APOBEC	0.987683823529412	50	0.4
APOBEC	0.989889705882353	50	0.4
APOBEC	0.995063025210084	50	0.4
APOBEC	0.98734243697479	50	0.4
APOBEC	0.989810924369748	50	0.4
APOBEC	0.992226890756303	50	0.4
APOBEC	0.992673319327731	50	0.4
APOBEC	0.986003151260504	50	0.4
APOBEC	0.995640756302521	50	0.4
APOBEC	0.988314075630252	50	0.4
APOBEC	0.993251050420168	50	0.4
APOBEC	0.986318277310924	50	0.4
APOBEC	0.988602941176471	50	0.4
APOBEC	0.988576680672269	50	0.4
APOBEC	0.988077731092437	50	0.4
APOBEC	0.987920168067227	50	0.4
APOBEC	0.98156512605042	50	0.4
APOBEC	0.987762605042017	50	0.4
APOBEC	0.984375	50	0.4
APOBEC	0.993644957983193	50	0.4
APOBEC	0.994616596638655	50	0.4
APOBEC	0.9875	50	0.4
APOBEC	0.989679621848739	50	0.4
SBS3	0.946243153214679	50	0.4
SBS3	0.94462640594294	50	0.4
SBS3	0.945016655284394	50	0.4
SBS3	0.949420897852235	50	0.4
SBS3	0.93969253926884	50	0.4
SBS3	0.944528843607576	50	0.4
SBS3	0.940863287293203	50	0.4
SBS3	0.943929532118915	50	0.4
SBS3	0.946912152085743	50	0.4
SBS3	0.947748400674574	50	0.4
SBS3	0.940417288045826	50	0.4
SBS3	0.938089729473581	50	0.4
SBS3	0.941434723828904	50	0.4
SBS3	0.929044307237732	50	0.4
SBS3	0.953044641737167	50	0.4
SBS3	0.93392242400591	50	0.4
SBS3	0.939107165256659	50	0.4
SBS3	0.949755397287767	50	0.4
SBS3	0.941852848123319	50	0.4
SBS3	0.933309175040767	50	0.4
SBS3	0.937518292937881	50	0.4
SBS3	0.943218720818409	50	0.4
SBS3	0.945588091820095	50	0.4
SBS3	0.935608858660051	50	0.4
SBS3	0.936863231543297	50	0.4
SBS3	0.948626461692846	50	0.4
SBS3	0.94215947260589	50	0.4
SBS3	0.938563603673919	50	0.4
SBS3	0.94818046244547	50	0.4
SBS3	0.95615269899232	50	0.4
SBS3	0.941295349064099	50	0.4
SBS3	0.942772721571032	50	0.4
SBS3	0.938229104238387	50	0.4
SBS3	0.936459044725362	50	0.4
SBS3	0.940654225145995	50	0.4
SBS3	0.949532397664079	50	0.4
SBS3	0.940375475616385	50	0.4
SBS3	0.931873614963275	50	0.4
SBS3	0.944417343795732	50	0.4
SBS3	0.93696079387866	50	0.4
SBS3	0.933894549052948	50	0.4
SBS3	0.944305843983888	50	0.4
SBS3	0.938967790491854	50	0.4
SBS3	0.940180350945658	50	0.4
SBS3	0.949476647758157	50	0.4
SBS3	0.943957407071876	50	0.4
SBS3	0.939107165256659	50	0.4
SBS3	0.957211947204839	50	0.4
SBS3	0.946145590879315	50	0.4
SBS3	0.941295349064099	50	0.4
SBS5	0.938280458514041	50	0.4
SBS5	0.941069334881444	50	0.4
SBS5	0.939191112021765	50	0.4
SBS5	0.935150087081242	50	0.4
SBS5	0.932315678038452	50	0.4
SBS5	0.919133968514155	50	0.4
SBS5	0.927842092681761	50	0.4
SBS5	0.922628601350044	50	0.4
SBS5	0.929025942241801	50	0.4
SBS5	0.937369805006318	50	0.4
SBS5	0.922332638960034	50	0.4
SBS5	0.921991143894637	50	0.4
SBS5	0.912360983050462	50	0.4
SBS5	0.917676922901797	50	0.4
SBS5	0.927346924836936	50	0.4
SBS5	0.922526152830425	50	0.4
SBS5	0.920346275996312	50	0.4
SBS5	0.921080490386914	50	0.4
SBS5	0.924677571742422	50	0.4
SBS5	0.914853897027855	50	0.4
SBS5	0.930255324477228	50	0.4
SBS5	0.928587690241209	50	0.4
SBS5	0.933920704845815	50	0.4
SBS5	0.927090803537889	50	0.4
SBS5	0.916071896094435	50	0.4
SBS5	0.924131179637788	50	0.4
SBS5	0.917187446641396	50	0.4
SBS5	0.918769707111066	50	0.4
SBS5	0.921541508725199	50	0.4
SBS5	0.936561600018213	50	0.4
SBS5	0.92978861455452	50	0.4
SBS5	0.928690138760828	50	0.4
SBS5	0.9278762421883	50	0.4
SBS5	0.925605300003415	50	0.4
SBS5	0.898325535862673	50	0.4
SBS5	0.937734066409407	50	0.4
