SBS1	SBS2	SBS3	SBS5	SBS13	SBS18	SBS30	SBS34	SBS41
TCGA-AN-A0AM-01A-11W-A050-09	0.0653613162350233	0.0615577307427725	0.559697572433881	0.111880683599779	0.0669940047073123	0.0156490349973548	0.076796654304524	0	0.0420630029793528
TCGA-C8-A1HL-01A-11D-A135-09	0.0809569928645052	0	0	0.661275557963517	0	0.0656602190326808	0.192107230139297	0	0
TCGA-E9-A22A-01A-11D-A159-09	0	0.193302807166892	0.691078096963146	0	0.115619095869962	0	0	0	0
TCGA-D8-A1X6-01A-11D-A14K-09	0.0753530469419649	0.0790077168379369	0	0.555010964063082	0	0.122235271953817	0	0	0.168393000203199
TCGA-BH-A18V-01A-11D-A12B-09	0	0.123450284540775	0.514609039979333	0.0239069444106117	0.281862600599887	0.0561711304693938	0	0	0
TCGA-AO-A0JI-01A-21W-A100-09	0.0830379560858108	0	0.68911411218589	0.152075201206451	0	0.0757727305218484	0	0	0
TCGA-AR-A24N-01A-11D-A167-09	0.152845735847931	0	0.262477076516572	1.97689650660033e-08	0	0.12427548381303	0.376415851760653	0	0.0839858322928492
TCGA-A8-A09E-01A-11W-A019-09	0	0	0.223396088893733	0.610654709736439	0	0.0760899684805067	0.0898592328893211	0	0
TCGA-D8-A1JB-01A-11D-A13L-09	0	0	0.569371108238375	0	0	0.277888057087717	0.152740834673909	0	0
TCGA-A2-A0SV-01A-11D-A099-09	0.111907149115479	0	0	0.848546986403848	0	0	0.0395458644806729	0	0
TCGA-AR-A0TX-01A-11D-A099-09	0	0.460631992462965	0	0.0507518729424466	0.471883562160129	0	0.0167325724344591	0	0
TCGA-OL-A66N-01A-12D-A31U-09	0.174848655885969	0.0731905750474178	0.0372242606827455	0.657384909541769	0	0.0573515988420989	0	0	0
TCGA-EW-A1IW-01A-11D-A13L-09	0	0.376816827028885	0	0.288946398277752	0.233931882144807	0.05289965308112	0.0474052394674363	0	0
TCGA-AO-A128-01A-11D-A10M-09	0.136519695140751	0	0	0.863480304859249	0	0	0	0	0
TCGA-AQ-A1H3-01A-31D-A13L-09	0.333436863996555	0	0.2226179398988	0.443945196104645	0	0	0	0	0
TCGA-BH-A0EE-01A-11W-A050-09	0	0.253950364326991	0	0.54610955952208	0.124899782947036	0.0586789647310628	0.01636132847283	0	0
TCGA-BH-A42U-01A-12D-A243-09	0	0.309735111987919	0.0206288638860776	0.0796705528564583	0.176729427575603	0.213797880585604	0.199438163108338	0	0
TCGA-S3-A6ZF-01A-32D-A32I-09	0.154840121773542	0	0	0.478497581931721	0	0.0228371386675564	0.139257488328972	0	0.204567669298209
TCGA-D8-A27V-01A-12D-A17D-09	0	0.391828659093045	0	0.0990614653639642	0.435154624437474	0	0.0739552511055169	0	0
TCGA-BH-A1FR-01A-11D-A13L-09	0.172337200043956	0	0.561447541139817	0.266215258816227	0	0	0	0	0
TCGA-AR-A0U3-01A-11D-A10G-09	0.0969504789927295	0	0.269615105307291	0.126112005916584	0	0.225879688146627	0.281442721636768	0	0
TCGA-A8-A0AB-01A-11W-A050-09	0	0	0.535670991917395	0.365305326121622	0	0.0571986888366214	0.0418249931243619	0	0
TCGA-BH-A203-01A-12D-A167-09	0.141906661180753	0.102627444266126	0.171935011407437	0.286066757311183	0.109267675092512	0.0467229574749016	0.0420146614689648	0	0.0994588317981229
TCGA-BH-A18G-01A-11D-A12B-09	0.0962281590147944	0	0	0.903771840985206	0	0	0	0	0
TCGA-A2-A0EO-01A-11W-A050-09	0.0600801151488163	0	0.354691405680808	0.196062417152404	0	0.0756515971122004	0.199200126045861	0	0.11431433885991
TCGA-LL-A50Y-01A-11D-A25Q-09	0.0939034098107403	0.0489346773439222	0	0.857161912845337	0	0	0	0	0
TCGA-AN-A0AT-01A-11D-A045-09	0	0.0252860435447236	0.454084435782665	0.26638423972008	0.0689576644308572	0.0792124914488368	0.026849834664653	0	0.0792252904081838
TCGA-A2-A0EW-01A-21D-A10Y-09	0.0696940142159504	0	0	0.79924733230883	0	0	0	0	0.13105865347522
TCGA-A7-A0DB-01A-11D-A272-09	0.0442658728264017	0.217674055585312	0	0.522840553652667	0	0.140683109869526	0	0	0.0745364080660941
TCGA-D8-A1Y0-01A-11D-A14K-09	0	0.0454757108780474	0.520904520785186	0.151722332989629	0.151317707050992	0.130579728296146	0	0	0
TCGA-BH-A18P-01A-11D-A12B-09	0	0.460508221647197	0	0.0300077107916681	0.440518775455321	0	0.0522333361485752	0	0.0167319559572387
TCGA-BH-A18R-01A-11D-A12B-09	0	0.0679069863065444	0.236580878319404	0.441925767233264	0	0.0231742177163032	0	0	0.230412150424485
TCGA-AC-A62X-01A-11D-A29N-09	0.198090382151257	0	0	0.492474807580798	0	0.267182727005343	0.0281696690825756	0	0.0140824141800272
TCGA-AR-A251-01A-12D-A167-09	0	0.0368224844786185	0.642441764375439	0.180899743631459	0.109040146685786	0.0141613440160253	0	0.0166345168126719	0
TCGA-PL-A8LZ-01A-31D-A36J-09	0	0.121207408481045	0.460585654910171	0.188721251134702	0	0.197888526148141	0.0315971593259408	0	0
TCGA-A2-A0CL-01A-11D-A10Y-09	0	0.391327842099302	0.0127016792072728	0.123018328267753	0.472952150425672	0	0	0	0
TCGA-AR-A2LN-01A-21D-A18P-09	0	0.33356731583442	0	0.403320123979896	0.136109237324199	0.011059090052141	0.115944232809344	0	0
TCGA-D8-A1JC-01A-11D-A13L-09	0	0.271579456936938	0	0.297742073499313	0.29789717409919	0	0.0870368481805519	0.045744447284007	0
TCGA-A2-A04R-01A-41D-A117-09	0.0463820210311831	0.0321867367300134	0.723283864982055	0	0.0651396315107384	0.13300774574601	0	0	0
TCGA-AO-A0JJ-01A-11W-A071-09	0	0.0328861774522564	0.526209098049702	0.0908689866216207	0	0.187642355814559	0.116290263261601	0	0.0461031188002605
TCGA-S3-AA0Z-01A-11D-A41F-09	0.0383787171449379	0.14188022203591	0.176291124374279	0.273830391352073	0.106951661168668	0.128074561174146	0	0.0526670521843054	0.0819262705656808
TCGA-AC-A3OD-01A-11D-A21Q-09	0.122514441680394	0.123705629787801	0	0.601811337410127	0	0.0148787630093878	0.13708982811229	0	0
TCGA-D8-A142-01A-11D-A10Y-09	0.101260912982695	0	0.136008043397371	0.408738604380635	0.085706537192386	0.0776717195194753	0.0797499006511	0	0.110864281876337
TCGA-A2-A0ET-01A-31D-A045-09	0.126598563573691	0.0515892754525274	0.123674778599731	0.373421051151951	0.0558153905817207	0.209111364752074	0.0597895758883048	0	0
TCGA-BH-A0DS-01A-11W-A071-09	0.116618391583372	0.0244249446487746	0.36295998791177	0.370454248963876	0.0280897209062701	0	0.0974527059859364	0	0
TCGA-C8-A1HK-01A-21D-A13L-09	0	0.126109527642139	0.165524362085777	0.216381640038143	0.381966852928568	0.110017617305373	0	0	0
TCGA-E9-A1N9-01A-11D-A14G-09	0.038664413383518	0.0871692753587382	0.16551859645475	0.391316069557018	0	0.239395512038035	0	0	0.0779361332079407
TCGA-5T-A9QA-01A-11D-A41F-09	0.119006608501071	0.029577318385773	0	0.454527978405756	0	0.320029090027235	0.0768590046801641	0	0
TCGA-AC-A2BM-01A-11D-A21Q-09	0	0	0.61762050555713	0	0	0.0251240342579264	0.150892514277777	0	0.206362945907167
TCGA-BH-A0H7-01A-13W-A071-09	0.0822900540721757	0.0886165156498356	0	0.624093311325881	0.109497658406718	0	0.0955024605453896	0	0
TCGA-S3-AA10-01A-21D-A41F-09	0	0.0458452308225435	0.457573272210139	0.23791534050074	0.0484340025904567	0.137346562766188	0	0	0.0728855911099324
TCGA-E9-A243-01A-21D-A167-09	0	0.0791422064594089	0.566082758314557	0.0651562085888236	0.110828783402381	0.0875615010617886	0.0159211689769265	0	0.0753073731961144
TCGA-E9-A22E-01A-11D-A159-09	0	0.0882805450710244	0.625023704582999	0	0.163154100349618	0.0735991063034925	0.0146640636791635	0.035278480013702	0
TCGA-E2-A14R-01A-11D-A10Y-09	0	0.0198124526321025	0.456762604210163	0.279372937219191	0.119516547177202	0.0566170998379989	0	0	0.0679183589233421
TCGA-A2-A0SX-01A-12D-A099-09	0.0251085817115886	0	0	0.511898386090617	0	0.213618972104715	0.162141100532119	0	0.0872329595609609
TCGA-BH-A0RX-01A-21D-A099-09	0.242864146506609	0.0902689258630356	0	0.585375327385382	0	0.0814916002449741	0	0	0
TCGA-E2-A159-01A-11D-A10Y-09	0	0.319609760941611	0.200814893011072	0	0.444656433688193	0	0.0349189123591233	0	0
TCGA-A8-A08S-01A-11W-A050-09	0.146076935492201	0.061131257296475	0.24893659871185	0.453626424708127	0	0.0454848883051002	0	0	0.0447438954862474
TCGA-BH-A0BM-01A-11W-A071-09	0	0.0656488052000789	0.399504700937536	0.367754200335895	0.0403748623218031	0	0.0773953591997107	0	0.049322072004976
TCGA-AN-A0FJ-01A-11W-A019-09	0.0558111496799634	0.164227582688649	0.571398239365746	0	0.159284053289784	0	0.0492789749758576	0	0
TCGA-E2-A1B4-01A-11D-A12Q-09	0	0.112606360619674	0	0.863553200543079	0	0	0	0	0.023840438837247
TCGA-A7-A425-01A-11D-A243-09	0.114575929300538	0	0.194266994707412	0.541316680423596	0	0.149840395568454	0	0	0
TCGA-BH-A6R9-01A-21D-A32I-09	0	0	0.469717043311276	0	0	0.286238727861234	0.24404422882749	0	0
TCGA-AN-A0XW-01A-11D-A10G-09	0	0.401183073275972	0	0	0.578609644385701	0	0.0186743202064791	0	0.00153296213184732
TCGA-BH-A0DK-01A-21W-A071-09	0	0.0482578497591046	0.391015015847143	0.157429021116529	0.0512980877526122	0.171637607178085	0	0.00798390155149811	0.172378516795028
TCGA-D8-A1J8-01A-11D-A13L-09	0.0413750643170558	0.292673086207866	0	0.276474147469804	0.322859953395879	0.00749355823376517	0.0591241903756305	0	0
TCGA-BH-A18I-01A-11D-A12B-09	0.157095052834138	0.129942008686346	0	0.712962938479516	0	0	0	0	0
TCGA-E2-A15C-01A-31D-A12B-09	0.155792328558707	0.0439496192315096	0.19540402179733	0.576434276431875	0	0	0.0284197539805782	0	0
TCGA-BH-A0B9-01A-11W-A071-09	0.0738546321237151	0.0328401929461012	0.436293299213925	0	0.195229707333118	0.114054309286955	0.147727859096186	0	0
TCGA-A2-A0T2-01A-11W-A097-09	0	0	0.295548142220585	0.704451857779415	0	0	0	0	0
TCGA-AR-A24K-01A-11D-A167-09	0	0	0	0.917564071074532	0	0.0241575943540074	0.0582783345714611	0	0
TCGA-BH-A0HB-01A-11W-A071-09	0.0775895183441817	0.0691495113061809	0.283212605280218	0.256873609184318	0.0719186426351811	0.0383507633424931	0.045574945430093	0	0.157330404477334
TCGA-B6-A0RM-01A-11D-A099-09	0.158290775538785	0	0.0437407807186909	0.300760731226082	0	0.102214431141325	0.205037502645649	0	0.189955778729469
TCGA-BH-A8FY-01A-11D-A36J-09	0.0263890935798256	0.0394847489595115	0.462802586722211	0.135989531355888	0.0263024858913423	0.0830325203096045	0.225999033181618	0	0
TCGA-BH-A1FG-01A-11D-A13L-09	0.111627789302735	0	0.549222402502598	0	0	0	0.0359803647333855	0	0.303169443461281
TCGA-E2-A1LA-01A-11D-A142-09	0	0	0.507300547490368	0.408861769330051	0.032669165739112	0	0	0	0.0511685174404691
TCGA-XX-A899-01A-11D-A36J-09	0	0.208688193031775	0	0.192289468593084	0.220188323258624	0.0732563771478956	0.16271025476132	0	0.142867383207302
TCGA-A8-A08Z-01A-21W-A019-09	0.134502213809241	0	0	0.284975062990815	0	0.0282855915149118	0.194265065657995	0	0.357972066027038
TCGA-PE-A5DC-01A-12D-A27P-09	0.0483958669884907	0.058508600883044	0.606146383345441	0.16512994947479	0.0538250229685438	0.0557690140945766	0.0122251622451135	0	0
TCGA-BH-A0DT-01A-21D-A12B-09	0.141471398570868	0	0	0.0528231737925035	0	0	0.388963240587299	0	0.41674218704933
TCGA-C8-A26W-01A-11D-A16D-09	0	0.280048002987608	0	0.526273365934772	0.178425346867063	0	0	0	0.0152532842105564
