SBS1	SBS2	SBS3	SBS5	SBS13	SBS18	SBS30	SBS34	SBS41
TCGA-PE-A5DD-01A-12D-A27P-09	0	0.337814657962417	0	0.492280795185902	0.169904546851681	0	0	0	0
TCGA-D8-A1XZ-01A-11D-A14K-09	0.158795237714309	0	0	0.378184222022194	0.160226769539662	0.105141221274202	0.197652549449633	0	0
TCGA-A8-A09B-01A-11W-A019-09	0.0808424381257319	0.0793852425385156	0.284401116762132	0.467455486548672	0.0425276564398427	0.0191641466857142	0.0262239128993919	0	0
TCGA-BH-A0HU-01A-11W-A050-09	0	0	0.451095320194225	0.130077382253145	0	0.12054471879515	0.0958582801115574	0	0.202424298645923
TCGA-AR-A1AP-01A-11D-A12Q-09	0.225682856695421	0.145872599427527	0.223598877894648	0.102747897473752	0	0.0665642522799437	0.116771509181618	0	0.118762007047091
TCGA-AR-A24T-01A-11D-A167-09	0.200445235467863	0	0.291665690663139	0.186845291938246	0	0.188218658675989	0.132825123254763	0	0
TCGA-E2-A15D-01A-11D-A10Y-09	0.136455885043079	0	0.359412161290945	0.376125146617757	0	0.128006807048219	0	0	0
TCGA-E2-A1IJ-01A-11D-A142-09	0	0	0	0.723416325038433	0	0.276583674961567	0	0	0
TCGA-D8-A147-01A-11D-A10Y-09	0	0.103001554940617	0.448499328988412	0.155717869341565	0.199555633086798	0.0373142267099931	0	0	0.0559113869326152
TCGA-A1-A0SQ-01A-21D-A142-09	0.231838036761863	0.180549324775061	0	0.400279676915822	0.115903623766842	0	0.0714293377804114	0	0
TCGA-BH-A0W4-01A-11D-A10G-09	0.0872474936664212	0.0884321481287565	0	0.715901119318062	0.108419238886761	0	0	0	0
TCGA-B6-A0IJ-01A-11W-A050-09	0	0.0569588498324104	0.593584971637274	0.0977684745886904	0.149698872781278	0.0408652586159881	0	0	0.0611235725443592
TCGA-B6-A0RI-01A-11W-A071-09	0	0	0.322323569306077	0	0.141289789059953	0.0249468974439223	0.126601889752528	0	0.384837854437519
TCGA-BH-A204-01A-11D-A159-09	0.0761157223160235	0.0432196757471424	0.280241761274741	0.325126909020487	0	0.214111864657877	0.0611840669837285	0	0
TCGA-AC-A62V-01A-11D-A31U-09	0.128624425089441	0.0284772944227786	0.127729832523204	0.488491865927332	0.0396294695655481	0.118786962880917	0.0682601495907797	0	0
TCGA-BH-A0HO-01A-11W-A050-09	0.0179143647337536	0	0	0.78863485148702	0	0.193450783779226	0	0	0
TCGA-AQ-A1H2-01A-11D-A13L-09	0.13194535001891	0.0493884357545315	0.0822186582247674	0.642191179027862	0	0.0942563769739286	0	0	0
TCGA-AO-A124-01A-11D-A10M-09	0	0	0.37824177916002	0.396361573655321	0.0109703301254231	0.166420691557938	0.0096281284799772	0	0.0383774970213206
TCGA-A8-A08C-01A-11W-A019-09	0	0	0.222540863700312	0	0	0.0262856997773095	0.181431786484117	0	0.569741650038262
TCGA-GI-A2C8-01A-11D-A16D-09	0.0439910861612597	0	0.475130233290543	0.087104894848285	0.0967423495707409	0.173434243519643	0.094893038576584	0	0.0287041540329443
TCGA-A2-A3XZ-01A-42D-A23C-09	0.0761212248071605	0.193454803371685	0	0.425596569169957	0.273107955011774	0	0.0202188199621812	0	0.0115006276772429
TCGA-D8-A1J9-01A-11D-A13L-09	0	0.408438631317252	0	0.0820098833232363	0.448631335656459	0.0609201497030534	0	0	0
TCGA-OL-A5S0-01A-11D-A28B-09	0.112770154934747	0.0810263285863633	0	0.761662531772836	0.0445409847060539	0	0	0	0
TCGA-AR-A1AJ-01A-21D-A12Q-09	0.119962850256699	0.30100161781416	0	0.362137771064087	0.204256828316874	0	0	0	0.0126409325481796
TCGA-EW-A6SD-01A-12D-A33E-09	0.0524839915988525	0.292238907307463	0	0.216559205134992	0.284899901003411	0.153817994955282	0	0	0
TCGA-AC-A6IW-01A-12D-A33E-09	0.0328633520228834	0.120302770353234	0.227552903512715	0.169779871891862	0.296746330129611	0	0.0759805605962637	0	0.0767742114934312
TCGA-LL-A6FQ-01A-11D-A31U-09	0.123343662527469	0.0648760758229403	0	0.442445977865079	0	0.0609055612051081	0.0799288328823229	0	0.228499889697081
TCGA-EW-A2FV-01A-11D-A17D-09	0.0685031725990516	0	0	0.912219014460486	0	0	0.0192778129404623	0	0
TCGA-B6-A0RH-01A-21D-A10Y-09	0	0.242906966190556	0	0.510783936369388	0.0936093251724869	0	0	0	0.152699772267569
TCGA-A8-A0A4-01A-11W-A019-09	0.0741435061776461	0.0467923216685569	0.809402172055592	0	0	0.0305953592129482	0	0	0.0390666408852569
TCGA-A2-A0T1-01A-21D-A099-09	0.10821161739067	0	0.177980232513184	0.713808150096147	0	0	0	0	0
TCGA-BH-A1EY-01A-11D-A13L-09	0.0797341103294897	0.0987579268188585	0.0283838363869649	0.269914871648597	0.192903322260652	0.11803485367799	0.083635926771696	0	0.128635152105752
TCGA-GM-A5PX-01A-12D-A28B-09	0.0400685521834394	0.111989963802011	0	0.623758248892916	0	0	0.0508273022412032	0	0.173355932880431
TCGA-B6-A1KC-01B-11D-A159-09	0.215792154716728	0	0.543032898827989	0	0	0.226729558163388	0	0	0.0144453882918957
TCGA-A8-A08O-01A-21W-A071-09	0	0	0	0.946844440573201	0.0531555594267993	0	0	0	0
TCGA-E9-A249-01A-11D-A167-09	0.159065377761627	0	0.531804041522417	0	0	0.117090520801769	0.0150644443173244	0	0.176975615596862
TCGA-E2-A574-01A-11D-A29N-09	0.043614714168336	0.214893375757468	0.0829074618665179	0.259544394051016	0.290960706615984	0	0.0672739882030119	0	0.0408053593376661
TCGA-A8-A0AD-01A-11W-A071-09	0.0664805897693848	0	0.0902921224958623	0.584187889332997	0	0	0.084705679045097	0	0.174333719356659
TCGA-AC-A3QP-01A-11D-A22X-09	0.0401512651017975	0	0.174521484543074	0.69665548831994	0	0.0886717620351886	0	0	0
TCGA-LL-A9Q3-01A-11D-A41F-09	0.0848823513626481	0.131151284842314	0.0419142335150285	0.401097210672291	0	0.0778773379819482	0	0.162382924598963	0.100694657026807
TCGA-A2-A25D-01A-12D-A16D-09	0.0320109993761041	0.087047285833629	0.0349697340349993	0.752748016334388	0.0653394146301749	0.0278845497907042	0	0	0
TCGA-AN-A0XT-01A-11D-A10G-09	0.229797963009696	0	0.306343894636899	0.3142002934178	0	0	0.149657848935605	0	0
TCGA-AN-A04A-01A-21W-A050-09	0.113236026628526	0	0.130417340359915	0.0308990513864579	0	0.0971423137452968	0.370842552176007	0.0761139511962318	0.181348764507564
TCGA-E2-A1L7-01A-11D-A142-09	0	0.0218721517053814	0.522508711342513	0.327151224062809	0.0280997760911394	0.0885007996792981	0.0118673371188594	0	0
TCGA-S3-A6ZH-01A-22D-A32I-09	0.166843502034233	0.0827206720818761	0.0747720209348507	0.505724713117991	0	0.106600940906106	0.0308457155832045	0	0.0324924353417396
TCGA-E2-A1LG-01A-21D-A14K-09	0	0.285839501976661	0	0.000434151839528465	0.610959535878121	0	0.0884336935885763	0	0.0143331167171137
TCGA-E9-A22H-01A-11D-A159-09	0.1688765972129	0.0837051233590723	0.29100613031859	0.395326330559016	0	0	0.0610858185504222	0	0
TCGA-A8-A07U-01A-11W-A050-09	0	0.0526516388968514	0.257235559480652	0.394730655031808	0.169788964520863	0.0721843169295676	0.0309096804819977	0	0.0224991846582605
TCGA-BH-A6R8-01A-21D-A33E-09	0.16866980060467	0.123228771952611	0.421183111036827	0.213265283104464	0.0736530333014286	0	0	0	0
TCGA-D8-A145-01A-11D-A10Y-09	0.0880477362876659	0	0.257926788511328	0.483909428746822	0.0577300563539902	0	0.0653563454654383	0	0.0470296446347562
TCGA-AO-A0JB-01A-11W-A071-09	0	0.0432225021266387	0.328286981526887	0.341218466633718	0.0234926086147687	0.123380382098261	0.103952691971383	0.0364463670283438	0
TCGA-E2-A1B1-01A-21D-A12Q-09	0	0.255264787447219	0	0.279800286295424	0.306290658579033	0.0199697790964421	0.103258083456666	0	0.0354164051252155
TCGA-D8-A1XB-01A-11D-A14G-09	0.0821449201110353	0.122653336336986	0	0.774201210581289	0	0.0210005329706899	0	0	0
TCGA-EW-A2FR-01A-11D-A21Q-09	0.0813725460825279	0.13214140051654	0	0.46856663518927	0.203563481906201	0.0264280559854212	0.08792788032004	0	0
TCGA-BH-A209-01A-11D-A17G-09	0	0.291931533751363	0	0.226041554379025	0.409347736816322	0.00796460580010494	0.064714569253185	0	0
TCGA-A8-A0A7-01A-11W-A019-09	0	0.530833689328022	0	0.205818514751371	0.222590696749953	0.0311489661359683	0	0	0.00960813303468528
TCGA-B6-A0IC-01A-11W-A050-09	0.0667679847248424	0.0566296093079181	0.15331031917265	0.470209525166644	0.0477863263207685	0.205296235307177	0	0	0
TCGA-BH-A1EO-01A-11D-A135-09	0.263649865053097	0	0.485833842975455	2.92239819580179e-08	0	0.0690086721534214	0.181507590594044	0	0
TCGA-D8-A27K-01A-11D-A16D-09	0.107917236625468	0	0.144898767025262	0.74718399634927	0	0	0	0	0
TCGA-A8-A08J-01A-11W-A019-09	0.0631649216886003	0.104555024869209	0.199564059664825	0.500112038769139	0	0.132603955008227	0	0	0
TCGA-BH-A8G0-01A-11D-A351-09	0.108055449100778	0	0.513040918425191	0.102749877554659	0	0.276153754919373	0	0	0
TCGA-AN-A0AS-01A-11W-A019-09	0.172144746881541	0	0.347675604060367	0.32581833167268	0	0.0345582206292006	0.119803096756211	0	0
TCGA-BH-A0C0-01A-21W-A071-09	0	0.053195038540109	0.742271765070036	0.0549876736719776	0.0164056332163252	0.0900937533969898	0	0	0.0430461361045625
TCGA-BH-A0BJ-01A-11W-A071-09	0	0.0375789021401745	0	0.635099837676882	0	0.254970035206556	0.0723512249763875	0	0
TCGA-AQ-A04H-01B-11D-A10M-09	0.232371299859937	0.0303904974894294	0.25477784812949	0.289609655994962	0	0.156231441826722	0.0366192566994587	0	0
TCGA-BH-A1F6-01A-11D-A13L-09	0.0772210148156945	0.0357059112289702	0.195389795797391	0.412029968541305	0.0593177267266156	0	0	0	0.220335582890024
TCGA-E9-A1NF-01A-11D-A14G-09	0	0.2512829708027	0.120791906266993	0.407715680136513	0	0.135568649919052	0.0846407928747424	0	0
TCGA-A8-A091-01A-11W-A019-09	0.154365210030113	0.231983205406649	0.189945765967865	0.322944444587144	0	0.0638013458503521	0	0	0.0369600281578777
TCGA-D8-A1XJ-01A-11D-A14K-09	0.10720367288084	0.311648447305532	0	0.362121748084963	0	0.130040967996184	0.0889851637324814	0	0
TCGA-A2-A0CQ-01A-21W-A050-09	0.0439784184751011	0.0122567379529106	0.110867319996917	0.744158406255999	0	0.052616527378705	0.0361225899403673	0	0
TCGA-BH-A0DE-01A-11D-A10Y-09	0	0.0384406120286287	0	0.613134795372386	0	0.169797240272293	0.178627352326693	0	0
TCGA-D8-A1XS-01A-11D-A14K-09	0.121970987385753	0.200694948182355	0.186613691223663	0.284394019868191	0	0.206326353340039	0	0	0
TCGA-BH-A5IZ-01A-11D-A27P-09	0.0516452265510051	0.0704903780534942	0.643758488959916	0	0.0476171641345328	0.139593110370543	0.0188859175403514	0	0.0280097143901575
TCGA-E2-A15J-01A-11D-A12Q-09	0.0674494160484361	0	0	0.903278249907856	0	0.0292723340437073	0	0	0
TCGA-A2-A3Y0-01A-11D-A23C-09	0.0220008784068094	0.0406099273635615	0.414217003182036	0.302683698937523	0.160629997530342	0.0107557797327894	0	0	0.049102714846939
TCGA-LL-A7T0-01A-31D-A351-09	0.121980505849202	0.0771219451660422	0	0.501986575584591	0	0.210407567024993	0	0	0.0885034063751713
TCGA-BH-AB28-01A-31D-A41F-09	0.102174563967117	0.121219849585121	0	0.200309532350244	0	0.160533646082994	0.0988037969311317	0.103271050412937	0.213687560670456
TCGA-A7-A26H-01A-11D-A167-09	0	0.297546107313468	0	0.305640359775895	0.330926155862155	0.0444513633896351	0	0	0.0214360136588475
TCGA-C8-A137-01A-11D-A10Y-09	0.119289035948741	0.216601129190548	0	0.16944898441735	0.265680141116929	0.0546990646622013	0.113171323988655	0	0.0611103206755766
TCGA-A2-A0EP-01A-52D-A22X-09	0	0	0	0.59114873390177	0.271349467973106	0	0.137501798125124	0	0
TCGA-AC-A3QQ-01A-11D-A228-09	0.0979962818535735	0	0.0426502812998128	0.509503023773994	0	0.047771657006415	0.141105986909844	0	0.160972769156361
TCGA-BH-A0BT-01A-11D-A12Q-09	0.0947156454190518	0.116690884289035	0	0.774282974823607	0	0.0143104954683062	0	0	0
TCGA-E9-A1ND-01A-11D-A142-09	0.0792805387562254	0.0904567549546185	0.588129147508719	0.0905681811042501	0.0862363842035591	0.0214054069232182	0	0	0.0439235865494093
TCGA-LD-A7W6-01A-81D-A351-09	0.0965228182576056	0.0990492757894398	0.227284787178046	0.173948468625431	0	0.127856666104594	0.122210435345719	0	0.153127548699165
TCGA-E2-A150-01A-11D-A12B-09	0.0536693552767809	0	0.0567143033651999	0.388514674917373	0	0.175659781988534	0.0342656780854411	0	0.291176206366672
TCGA-GM-A2DK-01A-21D-A17W-09	0	0.103347126484082	0	0.635676234022641	0	0	0	0	0.260976639493277
TCGA-BH-A18J-01A-11D-A12B-09	0	0.482048765034649	0	0.170404237636427	0.256044052888962	0.0637775123544642	0	0	0.0277254320854983
TCGA-AR-A1AN-01A-11D-A12Q-09	0.215893406380316	0	0	0.600771324048328	0.149637795752421	0	0.0336974738189346	0	0
TCGA-3C-AALI-01A-11D-A41F-09	0	0.363206014677322	0.112252973418009	0	0.493209479017089	0	0	0	0.0313315328875801
TCGA-A2-A0EQ-01A-11W-A050-09	0	0.238530277665264	0.0775157970709744	0.176623353818783	0.470938417333965	0	0	0	0.0363921541110131
TCGA-E2-A1IO-01A-11D-A142-09	0	0	0	0.163053048900471	0	0.278143196216635	0.213060556672213	0	0.345743198210681
TCGA-B6-A0WV-01A-11D-A10G-09	0	0	0	1	0	0	0	0	0
TCGA-D8-A73U-01A-11D-A33E-09	0	0.557008842150698	0	0.0979812146524272	0.211585418432034	0.0492824145827514	0.0841421101820889	0	0
TCGA-BH-A1F5-01A-12D-A13L-09	0	0.0680531910968042	0.288374254541741	0.117178681428097	0	0.115147373098823	0.262001326256451	0	0.149245173578084
TCGA-LL-A5YN-01A-11D-A28B-09	0.063685315293556	0	0	0.594005179589608	0	0.126164396633153	0.216145108483683	0	0
TCGA-BH-A0DV-01A-21D-A12Q-09	0	0	0.527215693335055	0	0	0	0.472784306664945	0	0
TCGA-BH-A0HX-01A-21W-A071-09	0	0.1043887411522	0.638090292612511	0	0.0503386237332835	0.0637525932661999	0.0700375956703761	0	0.0733921535654293
TCGA-AC-A62Y-01A-11D-A29N-09	0.0475548853046851	0.170858870438163	0	0.626040383045448	0.155545861211704	0	0	0	0
TCGA-E9-A5FK-01A-11D-A27P-09	0.0641040003488848	0	0.0469395925745256	0.642801577168857	0	0.155688784580499	0.0904660453272332	0	0
TCGA-4H-AAAK-01A-12D-A41F-09	0.110693139812706	0	0	0.889306860187294	0	0	0	0	0
TCGA-A2-A0ES-01A-11D-A10Y-09	0.0437736471756697	0	0	0.7355074589162	0	0	0.220718893908131	0	0
TCGA-AR-A24P-01A-11D-A167-09	0.0954615201146345	0	0.179741178198676	0.581751134217024	0	0.0774435403670482	0.0656026271026182	0	0
TCGA-C8-A135-01A-11D-A10Y-09	0.1670545262601	0	0.0671902408614125	0.512073410200959	0.117784352010639	0.0792189046895345	0.0309023605342023	0	0.0257762054431534
TCGA-A2-A0T5-01A-21D-A099-09	0.211444374851697	0	0.654733552716322	0	0	0.0835194788401164	0.0503025935918651	0	0
TCGA-A2-A1FW-01A-11D-A13L-09	0.0931898383889079	0	0.125752180296202	0.594074918269851	0	0.13932916816322	0.0476538948818182	0	0
TCGA-A7-A13E-01A-11D-A272-09	0	0	0.419759761972618	0.339372521764604	0	0.0823086212472911	0.11149832241749	0	0.0470607725979968
TCGA-BH-A0AU-01A-11D-A12Q-09	0.139928141252271	0	0.45810150861501	0	0	0.242439343001467	0.159531007131251	0	0
TCGA-EW-A1PG-01A-11D-A142-09	0	0	0.160318300007595	0	0	0.203994090406178	0.0374637490691146	0.482618330143366	0.115605530373746
TCGA-E2-A15M-01A-11D-A12B-09	0.0688555141759821	0.203618980618901	0.278711482026931	0.234523892536371	0.144546705869067	0.0697434247727476	0	0	0
TCGA-BH-A0H5-01A-21D-A10Y-09	0	0.387179771140882	0	0.0864207937350953	0.438427766607851	0.0317050292975066	0.0562666392186648	0	0
TCGA-E2-A15S-01A-11D-A10Y-09	0	0	0.428166872171063	0	0.00649574129879526	0.0971392363701805	0.0832498015784252	0	0.384948348581536
TCGA-B6-A0RE-01A-11W-A071-09	0.0368522901273268	0.112765107882164	0.42995766298749	0.123253634465649	0.139146089610828	0.0891725009064173	0	0.0688527140201258	0
TCGA-BH-A0BP-01A-11D-A10Y-09	0.0576294086826756	0.136716877108724	0.262015627778488	0.187673543908414	0.215389897368984	0.0456858284705112	0.094888816682204	0	0
TCGA-BH-A18Q-01A-12D-A12B-09	0	0.00627963150527596	0.185169895954714	0.719904506175081	0.0404319732027651	0.0402446493105836	0.00796934385158045	0	0
TCGA-B6-A0RU-01A-11D-A099-09	0.0595732213455833	0.0498446692680568	0.323622016309431	0.364187129045813	0	0.118458581868522	0	0	0.0843143821625937
TCGA-E2-A14O-01A-31D-A10Y-09	0.213420969977826	0	0	0.420642387510536	0	0.343839484656884	0.0220971578547545	0	0
TCGA-A7-A2KD-01A-31D-A21Q-09	0.15342724430198	0.0934189614853625	0.203571816609097	0.28889597316962	0.0496296894156784	0.109373199977552	0.0742489067791339	0	0.0274342082615746
TCGA-BH-A0DD-01A-31D-A12Q-09	0.250812322221889	0.15015636178716	0.284996389221548	0.165879431421911	0	0	0.148155495347492	0	0
TCGA-BH-A0B0-01A-21D-A10Y-09	0	0.598238604965181	0	0.1289552250331	0.250299846947779	0.0225063230539398	0	0	0
TCGA-E2-A14V-01A-11D-A12B-09	0.0765520882437252	0.150314001974394	0.0294145710719424	0.47923987243297	0.248763196089397	0.0157162701875714	0	0	0
TCGA-AR-A1AT-01A-11D-A12Q-09	0	0	0.429522602505726	0.463616844355486	0	0	0.106860553138788	0	0
TCGA-A8-A08L-01A-11W-A019-09	0	0.146011419949931	0.386423308179659	0.109517686821726	0.285606271614515	0.0429179913364524	0.0295233220977175	0	0
TCGA-B6-A0I5-01A-11W-A100-09	0.0851264954191975	0	0	0.751439121963619	0	0.107385985359835	0.0560483972573487	0	0
TCGA-D8-A1Y2-01A-11D-A159-09	0.166237995373159	0.387987280911413	0	0.385424059524261	0	0	0	0	0.0603506641911669
TCGA-AN-A0XP-01A-11D-A117-09	0	0	0.0662146853916034	0.832521991212401	0	0.0478649369215777	0.0533983864744177	0	0
TCGA-A8-A09I-01A-22W-A050-09	0.0763460133776889	0.187970893476502	0.0246771860170326	0.309781022024202	0.25098687831043	0.0170766981228782	0.0624987742828166	0.0211930698234303	0.0494694645650195
TCGA-AQ-A04J-01A-02W-A050-09	0	0.0663965577980972	0.625706336245441	0.0898499938119984	0	0.107928943654382	0.110118168490082	0	0
TCGA-B6-A0WT-01A-11D-A10G-09	0.151088119619573	0	0	0.692849085686495	0	0.156062794693933	0	0	0
TCGA-A2-A0CS-01A-11D-A10Y-09	0.0973405723330352	0	0	0.842389814842192	0	0.0602696128247724	0	0	0
TCGA-AN-A0FW-01A-11W-A050-09	0	0.043651138951054	0.482539447844395	0.178334906583928	0.0533442802591635	0.134508863373828	0.0782623959287892	0	0.0293589670588431
TCGA-A8-A06U-01A-11W-A019-09	0.0439467008466257	0.0210389123864596	0	0.869626895101844	0.0522130988863462	0	0.0131743927787248	0	0
TCGA-A8-A095-01A-11W-A019-09	0	0.403527000735179	0	0.179682464014872	0.370783731264199	0.0460068039857507	0	0	0
TCGA-A8-A092-01A-11W-A019-09	0.0409565285772236	0.361019411684688	0	0.360325340816212	0.198750349218722	0.0389483697031548	0	0	0
TCGA-A2-A0YK-01A-22D-A117-09	0	0.449629772459994	0	0.0415920601995718	0.504088815353092	0	0.00468935198734216	0	0
TCGA-C8-A12P-01A-11D-A10Y-09	0.0389081476884415	0.297225149728269	0.0932633182251377	0.206979796042237	0.308753191640745	0.036287993283219	0.0111761557812284	0	0.00740624761072316
TCGA-A2-A0D3-01A-11D-A10Y-09	0.299161242031166	0	0	0.673660747250096	0	0	0	0	0.0271780107187378
TCGA-D8-A1Y1-01A-21D-A14K-09	0.380138466578902	0.132255576465815	0.104670511322224	0.363005547130789	0	0	0.0199298985022691	0	0
TCGA-AC-A8OS-01A-12D-A41F-09	0	0.206662635281292	0.302022943807103	0.181906006337411	0.07644761748379	0.0891724747635078	0.045711629580323	0.0789628715692319	0.0191138211773409
TCGA-E2-A1IK-01A-11D-A17G-09	0.106414748782085	0	0.32998507279002	0	0	0.164355670117553	0	0	0.399244508310342
TCGA-A7-A26E-01A-11D-A272-09	0.130156261571943	0.388437873093444	0	0.411408174060709	0	0.0699976912739041	0	0	0
TCGA-AC-A5EI-01A-11D-A27P-09	0.147904919058771	0.286045593435424	0.419988740999127	0.126323317338792	0	0	0.019737429167886	0	0
TCGA-B6-A409-01A-11D-A243-09	0.0988112240766831	0.0981789731195728	0.0661550757434496	0.629959655710946	0.090253489931115	0.0166415814182339	0	0	0
TCGA-E9-A1RG-01A-11D-A14G-09	0.0246191783217564	0.0362454404330766	0	0.882915817583773	0.0410557738946092	0	0	0	0.0151637897667847
TCGA-D8-A1JT-01A-31D-A13L-09	0.0832012863380704	0	0.222708897714859	0.69408981594707	0	0	0	0	0
TCGA-AC-A3YI-01A-21D-A23C-09	0	0	0.269241757516087	0.436096603750264	0	0.294661638733649	0	0	0
TCGA-BH-A0DH-01A-11D-A099-09	0.140897230851282	0	0	0.200027183773645	0	0.0600339582838356	0.356584815742888	0	0.24245681134835
TCGA-BH-A0HP-01A-12D-A099-09	0	0.455523754768495	0	0.0797070075082439	0.460348079529692	0.00442115819356902	0	0	0
TCGA-EW-A1IY-01A-11D-A188-09	0	0.30824101444312	0	0.343313175663721	0.11986832648881	0.120700107729138	0.10787737567521	0	0
TCGA-AO-A0J8-01A-21D-A045-09	0	0	0	0.58464265656678	0	0	0.22766585019733	0	0.18769149323589
TCGA-D8-A1JN-01A-11D-A13L-09	0	0.469435664398335	0	0.10673040056693	0.288797399412208	0.0980972562561187	0.0369392793664079	0	0
TCGA-A2-A0CT-01A-31W-A071-09	0.0883739301503842	0.224152817848579	0.209949002034218	0.417594983978406	0	0.0599292659884136	0	0	0
TCGA-A8-A075-01A-11D-A099-09	0	0.169872088843469	0.64615841574559	0	0.0858110321053834	0.00829749699606005	0.0898609663094972	0	0
TCGA-BH-A18U-01A-21D-A12B-09	0	0.333008632535489	0	0.463994872700584	0.199138607572532	0	0	0	0.00385788719139527
TCGA-A2-A0T6-01A-11D-A099-09	0.205246624493275	0	0	0.698128338514648	0	0	0.0966250369920773	0	0
TCGA-A8-A0A6-01A-12W-A071-09	0.0427255867775722	0.0933061523443021	0	0.358394030440911	0	0.0531110997618143	0.184940957967472	0.0716042590143365	0.195917913693592
TCGA-C8-A138-01A-11D-A10Y-09	0	0	0	0.243002015155593	0	0.549956354713033	0.207041630131373	0	0
TCGA-D8-A3Z6-01A-11D-A23C-09	0.0716723286431442	0	0.184107213805084	0.445173512480897	0	0.156403336876576	0.142643608194299	0	0
TCGA-E2-A1IE-01A-11D-A188-09	0.0642840254226486	0	0.0370421777427537	0.831371912606639	0	0.0394872863181497	0.0278145979098087	0	0
TCGA-BH-A0BV-01A-11W-A019-09	0.038016551376317	0.112894268982512	0.121039075004967	0.508747553125485	0	0.0700097064463081	0.0969889192822493	0	0.0523039257821612
TCGA-B6-A1KF-01A-11D-A13L-09	0.099260119963757	0.123442180543129	0.220530161917423	0.498891172468467	0	0.057876365107223	0	0	0
TCGA-BH-A18M-01A-11D-A12B-09	0	0	0.615253120288334	0	0.211497894621302	0.0657156079146751	0.0736375640325344	0	0.0338958131431546
TCGA-EW-A2FS-01A-11D-A17D-09	0.0545319796104793	0	0	0.36683206938127	0	0.199250525784907	0.179730800537835	0	0.199654624685509
TCGA-A8-A085-01A-11W-A019-09	0	0.0432299091767489	0.665940452360774	0.0620669551639896	0.166160171277099	0	0	0	0.0626025120213884
TCGA-C8-A26Y-01A-11D-A16D-09	0	0.372845397634873	0.00479236992117545	0.101894686421237	0.425099247721597	0.045518706513321	0	0	0.0498495917877967
TCGA-AO-A12A-01A-21D-A10Y-09	0.143901936581058	0.135947691076055	0.225421095745523	0.18188542118925	0	0.0903150636969717	0	0	0.222528791711141
TCGA-B6-A0RP-01A-21D-A099-09	0	0	0	0.710174648065071	0	0.0764724416246104	0.0584600144053037	0	0.154892895905015
TCGA-A8-A07P-01A-11W-A019-09	0.0759214915093047	0	0	0.631325384680485	0	0.178499613948116	0.114253509862094	0	0
TCGA-A8-A07I-01A-11W-A019-09	0.130671106079342	0	0.519246525389846	0	0	0.105446605347196	0	0	0.244635763183616
TCGA-WT-AB44-01A-11D-A41F-09	0.150686685369581	0	0	0.608793402950496	0	0.168619504413498	0.0194015464450064	0	0.0524988608214187
TCGA-S3-AA11-01A-31D-A41F-09	0	0	0.277017669930076	0.315442298194147	0	0.24280604787295	0.026594107328345	0.0784432682894494	0.0596966083850331
TCGA-B6-A1KN-01A-11D-A13L-09	0.0359441646598446	0.00648981182326496	0	0.504385890488795	0	0.389088522562606	0.0640916104654896	0	0
TCGA-AN-A0FK-01A-11W-A050-09	0.0811963129018099	0.0575001207156642	0	0.861303566382526	0	0	0	0	0
TCGA-A2-A1FX-01A-11D-A13L-09	0	0	0.269043112337838	0	0	0.470420733426832	0.16222332559131	0	0.0983128286440199
TCGA-BH-A0C1-01B-11D-A12B-09	0.128724908870072	0.160449553695331	0	0.379515111437044	0	0.112320983567497	0.218989442430056	0	0
TCGA-AR-A0TW-01A-11D-A099-09	0.1576317567061	0.0365851010877978	0.336123891435646	0.196876222295616	0	0.205803081188446	0.0355471174914585	0	0.0314328297949353
TCGA-GM-A3XL-01A-11D-A22X-09	0	0.0735954511366786	0.477477494883106	0.211113208158736	0.237813845821479	0	0	0	0
TCGA-B6-A0WY-01A-11D-A10G-09	0.0615049202341841	0.0998971027159467	0.278654480878848	0.559943496171021	0	0	0	0	0
TCGA-OL-A5RY-01A-21D-A28B-09	0.0945062992765689	0	0.0686433123017428	0.200548628004691	0	0.191176597080637	0.0875182257895144	0	0.357606937546845
TCGA-B6-A2IU-01A-32D-A19T-09	0.0642720383038256	0	0	0.438669664969189	0	0.0203392041771113	0.476719092549874	0	0
TCGA-E2-A570-01A-11D-A29N-09	0.106184928849856	0	0	0.652448723167902	0	0	0.191067392236799	0	0.0502989557454426
TCGA-E9-A22D-01A-11D-A159-09	0.286611523420082	0	0	0.668006256921315	0	0.0453822196586036	0	0	0
TCGA-E2-A152-01A-11D-A12B-09	0	0.364480672911369	0.0259777375262258	0.197325254377366	0.41221633518504	0	0	0	0
TCGA-A2-A0EV-01A-11W-A050-09	0	0.0307327110090938	0.221575108482226	0.389303808585636	0	0	0.230936350902775	0	0.127452021020269
TCGA-BH-A0DI-01A-21D-A12Q-09	0.0704612366739448	0.209884606879832	0.506979590490299	0	0.212674565955925	0	0	0	0
TCGA-A2-A0T4-01A-31D-A099-09	0.0725518046447018	0	0.454343377246971	0.314843469215721	0	0	0.158261348892606	0	0
TCGA-AR-A1AR-01A-31D-A135-09	0.0691142926387563	0.053394772860178	0.512255525312304	0	0.0921925456953424	0.166218059854193	0.0648883156670566	0	0.0419364879721703
TCGA-A8-A07F-01A-11W-A019-09	0.0930549407834708	0	0	0.462691229107636	0	0.135478036414268	0.170670069019739	0	0.138105724674886
TCGA-D8-A1JP-01A-11D-A13L-09	0	0	0.552494990269069	0.346466486070162	0.0540252730782165	0.0470132505825529	0	0	0
